record_id,caller_person_id,receiver_person_id,caller_number,receiver_number,timestamp,duration_seconds,call_type,tower_reference,source_system
CALL00878,P028,P002,+91 8082176114,+91 9924029930,2026-04-19 08:45:53,467,voice,TWR-158,Telecom Provider CDR
CALL00879,P028,P002,+91 8082176114,+91 9924029930,2025-12-29 15:40:49,383,voice,TWR-183,Telecom Provider CDR
CALL00880,P028,P002,+91 8082176114,+91 9924029930,2026-02-15 23:10:22,0,voicemail,TWR-178,Telecom Provider CDR
CALL00881,P028,P002,+91 8082176114,+91 9924029930,2025-09-11 06:00:49,647,voice,TWR-186,Telecom Provider CDR
CALL00882,P028,P002,+91 8082176114,+91 9924029930,2026-02-25 19:40:42,0,missed,TWR-125,Telecom Provider CDR
CALL00883,P028,P002,+91 8082176114,+91 9924029930,2025-12-12 18:20:13,504,voice,TWR-153,Telecom Provider CDR
CALL00884,P028,P002,+91 8082176114,+91 9924029930,2026-03-26 13:25:54,701,voice,TWR-123,Telecom Provider CDR
CALL00885,P028,P002,+91 8082176114,+91 9924029930,2026-02-25 16:45:52,628,voice,TWR-171,Telecom Provider CDR
CALL00886,P028,P002,+91 8082176114,+91 9924029930,2025-11-01 08:55:55,258,voice,TWR-105,Telecom Provider CDR
CALL00887,P028,P002,+91 8082176114,+91 9924029930,2025-10-03 09:35:17,487,voice,TWR-125,Telecom Provider CDR
CALL00888,P022,P008,+91 8011745854,+91 9949882535,2025-11-26 12:20:35,210,voice,TWR-110,Telecom Provider CDR
CALL00889,P022,P008,+91 8011745854,+91 9949882535,2025-10-22 14:20:27,0,missed,TWR-110,Telecom Provider CDR
CALL00890,P022,P008,+91 8011745854,+91 9949882535,2025-09-18 20:40:40,783,voice,TWR-178,Telecom Provider CDR
CALL00891,P022,P008,+91 8011745854,+91 9949882535,2026-03-21 10:20:41,0,missed,TWR-135,Telecom Provider CDR
CALL00892,P022,P008,+91 8011745854,+91 9949882535,2026-03-03 17:35:07,0,missed,TWR-162,Telecom Provider CDR
CALL00893,P022,P008,+91 8011745854,+91 9949882535,2026-03-05 11:30:47,758,voice,TWR-128,Telecom Provider CDR
CALL00894,P022,P008,+91 8011745854,+91 9949882535,2026-04-19 11:35:07,0,missed,TWR-151,Telecom Provider CDR
CALL00895,P022,P008,+91 8011745854,+91 9949882535,2026-04-12 23:15:43,249,voice,TWR-180,Telecom Provider CDR
CALL00896,P022,P008,+91 8011745854,+91 9949882535,2025-10-20 20:05:13,457,voice,TWR-194,Telecom Provider CDR
CALL00897,P022,P008,+91 8011745854,+91 9949882535,2025-12-14 09:35:25,26,voice,TWR-185,Telecom Provider CDR
CALL00898,P022,P008,+91 8011745854,+91 9949882535,2025-09-29 23:20:56,0,voicemail,TWR-102,Telecom Provider CDR
CALL00899,P022,P008,+91 8011745854,+91 9949882535,2026-03-18 12:55:18,195,voice,TWR-121,Telecom Provider CDR
CALL00900,P022,P008,+91 8011745854,+91 9949882535,2026-01-30 17:30:46,0,missed,TWR-185,Telecom Provider CDR
CALL00901,P041,P026,+91 9076168413,+91 7087393203,2025-11-08 14:00:17,0,voicemail,TWR-196,Telecom Provider CDR
CALL00902,P041,P026,+91 9076168413,+91 7087393203,2025-10-08 20:40:11,0,missed,TWR-197,Telecom Provider CDR
CALL00903,P041,P026,+91 9076168413,+91 7087393203,2026-01-05 21:45:43,0,missed,TWR-182,Telecom Provider CDR
CALL00904,P041,P026,+91 9076168413,+91 7087393203,2025-10-14 14:50:56,238,voice,TWR-129,Telecom Provider CDR
CALL00905,P019,P011,+91 9961366134,+91 9854026519,2026-03-29 16:05:30,0,missed,TWR-176,Telecom Provider CDR
CALL00906,P019,P011,+91 9961366134,+91 9854026519,2026-02-20 13:30:54,0,voicemail,TWR-155,Telecom Provider CDR
CALL00907,P019,P011,+91 9961366134,+91 9854026519,2026-03-09 08:05:20,444,voice,TWR-154,Telecom Provider CDR
CALL00908,P042,P034,+91 9855823679,+91 9021933488,2025-12-18 21:10:01,801,voice,TWR-156,Telecom Provider CDR
CALL00909,P042,P034,+91 9855823679,+91 9021933488,2025-11-13 21:20:58,780,voice,TWR-113,Telecom Provider CDR
CALL00910,P042,P034,+91 9855823679,+91 9021933488,2026-02-06 16:10:48,0,missed,TWR-106,Telecom Provider CDR
CALL00911,P042,P034,+91 9855823679,+91 9021933488,2025-12-07 09:40:34,0,voicemail,TWR-166,Telecom Provider CDR
CALL00912,P042,P034,+91 9855823679,+91 9021933488,2025-11-08 22:30:55,168,voice,TWR-186,Telecom Provider CDR
CALL00913,P042,P034,+91 9855823679,+91 9021933488,2025-10-23 06:10:03,22,voice,TWR-137,Telecom Provider CDR
CALL00914,P042,P034,+91 9855823679,+91 9021933488,2026-03-08 16:30:19,571,voice,TWR-165,Telecom Provider CDR
CALL00915,P006,P042,+91 7037149286,+91 9855823679,2025-09-26 10:20:40,462,voice,TWR-175,Telecom Provider CDR
CALL00916,P006,P042,+91 7037149286,+91 9855823679,2026-01-06 17:20:14,0,voicemail,TWR-151,Telecom Provider CDR
CALL00917,P006,P042,+91 7037149286,+91 9855823679,2026-02-10 07:55:25,0,voicemail,TWR-119,Telecom Provider CDR
CALL00918,P006,P042,+91 7037149286,+91 9855823679,2026-02-20 11:45:54,445,voice,TWR-137,Telecom Provider CDR
CALL00919,P006,P042,+91 7037149286,+91 9855823679,2026-04-18 23:00:03,555,voice,TWR-125,Telecom Provider CDR
CALL00920,P006,P042,+91 7037149286,+91 9855823679,2026-02-04 11:55:17,0,voicemail,TWR-146,Telecom Provider CDR
CALL00921,P006,P042,+91 7037149286,+91 9855823679,2025-11-15 20:55:58,158,voice,TWR-106,Telecom Provider CDR
CALL00922,P006,P042,+91 7037149286,+91 9855823679,2026-03-15 22:35:07,0,voicemail,TWR-103,Telecom Provider CDR
CALL00923,P006,P042,+91 7037149286,+91 9855823679,2026-03-06 09:30:29,0,voicemail,TWR-168,Telecom Provider CDR
CALL00924,P006,P042,+91 7037149286,+91 9855823679,2026-02-07 22:00:19,213,voice,TWR-153,Telecom Provider CDR
CALL00925,P006,P042,+91 7037149286,+91 9855823679,2026-02-11 12:50:55,285,voice,TWR-166,Telecom Provider CDR
CALL00926,P033,P038,+91 7027909944,+91 8063442307,2025-11-24 20:30:01,0,voicemail,TWR-132,Telecom Provider CDR
CALL00927,P033,P038,+91 7027909944,+91 8063442307,2025-11-21 06:45:58,0,missed,TWR-190,Telecom Provider CDR
CALL00928,P033,P038,+91 7027909944,+91 8063442307,2025-10-09 17:20:23,279,voice,TWR-172,Telecom Provider CDR
CALL00929,P033,P038,+91 7027909944,+91 8063442307,2026-01-05 17:25:30,0,missed,TWR-144,Telecom Provider CDR
CALL00930,P033,P038,+91 7027909944,+91 8063442307,2025-09-11 22:50:49,0,missed,TWR-136,Telecom Provider CDR
CALL00931,P033,P038,+91 7027909944,+91 8063442307,2026-02-23 11:45:06,0,voicemail,TWR-144,Telecom Provider CDR
CALL00932,P033,P038,+91 7027909944,+91 8063442307,2026-02-02 21:10:01,0,missed,TWR-187,Telecom Provider CDR
CALL00933,P014,P037,+91 8048728842,+91 7067154811,2026-01-05 11:50:11,0,voicemail,TWR-177,Telecom Provider CDR
CALL00934,P014,P037,+91 8048728842,+91 7067154811,2025-12-19 12:55:36,212,voice,TWR-167,Telecom Provider CDR
CALL00935,P014,P037,+91 8048728842,+91 7067154811,2025-10-19 18:40:38,508,voice,TWR-178,Telecom Provider CDR
CALL00936,P002,P018,+91 9924029930,+91 9025135342,2026-04-22 06:45:10,0,voicemail,TWR-166,Telecom Provider CDR
CALL00937,P002,P018,+91 9924029930,+91 9025135342,2026-04-19 07:35:25,551,voice,TWR-183,Telecom Provider CDR
CALL00938,P002,P018,+91 9924029930,+91 9025135342,2025-09-13 12:55:43,0,missed,TWR-102,Telecom Provider CDR
CALL00939,P002,P018,+91 9924029930,+91 9025135342,2025-09-15 06:45:07,0,missed,TWR-150,Telecom Provider CDR
CALL00940,P002,P018,+91 9924029930,+91 9025135342,2025-10-15 16:40:56,0,voicemail,TWR-187,Telecom Provider CDR
CALL00941,P002,P018,+91 9924029930,+91 9025135342,2026-04-02 08:50:41,0,missed,TWR-133,Telecom Provider CDR
CALL00942,P002,P018,+91 9924029930,+91 9025135342,2025-10-04 23:55:21,563,voice,TWR-197,Telecom Provider CDR
CALL00943,P002,P018,+91 9924029930,+91 9025135342,2025-12-10 12:25:30,0,voicemail,TWR-120,Telecom Provider CDR
CALL00944,P002,P018,+91 9924029930,+91 9025135342,2026-03-23 07:05:27,277,voice,TWR-183,Telecom Provider CDR
CALL00945,P002,P018,+91 9924029930,+91 9025135342,2025-09-13 23:35:59,0,missed,TWR-133,Telecom Provider CDR
CALL00946,P002,P018,+91 9924029930,+91 9025135342,2026-02-02 11:50:48,754,voice,TWR-179,Telecom Provider CDR
CALL00947,P002,P018,+91 9924029930,+91 9025135342,2026-03-07 13:35:53,0,missed,TWR-120,Telecom Provider CDR
CALL00948,P002,P018,+91 9924029930,+91 9025135342,2026-03-03 12:10:15,572,voice,TWR-104,Telecom Provider CDR
CALL00949,P002,P018,+91 9924029930,+91 9025135342,2025-11-09 20:00:53,0,voicemail,TWR-124,Telecom Provider CDR
CALL00950,P032,P013,+91 9012057074,+91 9025419329,2025-11-04 16:55:44,352,voice,TWR-164,Telecom Provider CDR
CALL00951,P032,P013,+91 9012057074,+91 9025419329,2026-01-14 22:25:05,576,voice,TWR-132,Telecom Provider CDR
CALL00952,P032,P013,+91 9012057074,+91 9025419329,2025-10-02 17:10:21,403,voice,TWR-190,Telecom Provider CDR
CALL00953,P032,P013,+91 9012057074,+91 9025419329,2025-10-11 17:05:35,450,voice,TWR-180,Telecom Provider CDR
CALL00954,P032,P013,+91 9012057074,+91 9025419329,2025-10-13 07:30:49,0,voicemail,TWR-106,Telecom Provider CDR
CALL00955,P032,P013,+91 9012057074,+91 9025419329,2025-11-25 14:15:05,323,voice,TWR-160,Telecom Provider CDR
CALL00956,P032,P013,+91 9012057074,+91 9025419329,2025-11-01 06:55:04,520,voice,TWR-114,Telecom Provider CDR
CALL00957,P032,P013,+91 9012057074,+91 9025419329,2025-10-28 07:25:39,46,voice,TWR-141,Telecom Provider CDR
CALL00958,P032,P013,+91 9012057074,+91 9025419329,2025-10-11 23:20:29,797,voice,TWR-123,Telecom Provider CDR
CALL00959,P042,P040,+91 9855823679,+91 8079814367,2025-09-17 09:25:15,398,voice,TWR-135,Telecom Provider CDR
CALL00960,P042,P040,+91 9855823679,+91 8079814367,2025-10-19 12:05:52,429,voice,TWR-127,Telecom Provider CDR
CALL00961,P042,P040,+91 9855823679,+91 8079814367,2025-10-30 07:25:51,0,voicemail,TWR-111,Telecom Provider CDR
CALL00962,P042,P040,+91 9855823679,+91 8079814367,2025-09-24 07:00:31,610,voice,TWR-141,Telecom Provider CDR
CALL00963,P011,P002,+91 9854026519,+91 9924029930,2025-11-13 15:15:29,194,voice,TWR-137,Telecom Provider CDR
CALL00964,P011,P002,+91 9854026519,+91 9924029930,2026-03-21 10:15:05,676,voice,TWR-153,Telecom Provider CDR
CALL00965,P011,P002,+91 9854026519,+91 9924029930,2025-09-22 11:55:21,320,voice,TWR-108,Telecom Provider CDR
CALL00966,P011,P002,+91 9854026519,+91 9924029930,2026-02-17 10:00:58,0,missed,TWR-179,Telecom Provider CDR
CALL00967,P011,P002,+91 9854026519,+91 9924029930,2025-10-23 19:15:56,278,voice,TWR-149,Telecom Provider CDR
CALL00968,P011,P002,+91 9854026519,+91 9924029930,2025-09-22 15:30:18,0,voicemail,TWR-169,Telecom Provider CDR
CALL00969,P011,P002,+91 9854026519,+91 9924029930,2026-04-18 18:15:39,266,voice,TWR-190,Telecom Provider CDR
CALL00970,P011,P002,+91 9854026519,+91 9924029930,2026-04-03 11:15:43,0,missed,TWR-167,Telecom Provider CDR
CALL00971,P011,P002,+91 9854026519,+91 9924029930,2025-09-16 19:15:33,332,voice,TWR-172,Telecom Provider CDR
CALL00972,P011,P002,+91 9854026519,+91 9924029930,2026-03-09 19:20:05,0,missed,TWR-141,Telecom Provider CDR
CALL00973,P011,P002,+91 9854026519,+91 9924029930,2025-12-27 09:35:08,0,missed,TWR-115,Telecom Provider CDR
CALL00974,P011,P002,+91 9854026519,+91 9924029930,2026-04-10 12:55:14,734,voice,TWR-120,Telecom Provider CDR
CALL00975,P011,P002,+91 9854026519,+91 9924029930,2025-10-17 13:15:27,37,voice,TWR-187,Telecom Provider CDR
CALL00976,P003,P035,+91 9812035599,+91 7011946866,2025-10-14 19:00:11,774,voice,TWR-173,Telecom Provider CDR
CALL00977,P003,P035,+91 9812035599,+91 7011946866,2026-01-24 23:05:55,337,voice,TWR-139,Telecom Provider CDR
CALL00978,P003,P035,+91 9812035599,+91 7011946866,2026-04-22 18:00:15,726,voice,TWR-102,Telecom Provider CDR
CALL00979,P003,P035,+91 9812035599,+91 7011946866,2025-12-12 16:50:32,490,voice,TWR-196,Telecom Provider CDR
CALL00980,P003,P035,+91 9812035599,+91 7011946866,2026-04-11 23:50:38,208,voice,TWR-101,Telecom Provider CDR
CALL00981,P003,P035,+91 9812035599,+91 7011946866,2026-01-26 15:30:09,390,voice,TWR-113,Telecom Provider CDR
CALL00982,P003,P035,+91 9812035599,+91 7011946866,2026-04-16 21:55:39,0,missed,TWR-127,Telecom Provider CDR
CALL00983,P003,P035,+91 9812035599,+91 7011946866,2025-09-20 13:20:35,0,voicemail,TWR-132,Telecom Provider CDR
CALL00984,P009,P002,+91 9899066376,+91 9924029930,2026-01-07 15:20:27,444,voice,TWR-148,Telecom Provider CDR
CALL00985,P009,P002,+91 9899066376,+91 9924029930,2026-01-08 13:55:51,546,voice,TWR-112,Telecom Provider CDR
CALL00986,P009,P002,+91 9899066376,+91 9924029930,2026-03-05 13:25:18,78,voice,TWR-133,Telecom Provider CDR
CALL00987,P009,P002,+91 9899066376,+91 9924029930,2025-12-15 14:10:54,17,voice,TWR-115,Telecom Provider CDR
CALL00988,P009,P002,+91 9899066376,+91 9924029930,2025-10-28 21:30:52,505,voice,TWR-167,Telecom Provider CDR
CALL00989,P009,P002,+91 9899066376,+91 9924029930,2025-12-18 23:25:37,0,voicemail,TWR-161,Telecom Provider CDR
CALL00990,P009,P002,+91 9899066376,+91 9924029930,2025-10-01 18:40:56,0,voicemail,TWR-139,Telecom Provider CDR
CALL00991,P037,P033,+91 7067154811,+91 7027909944,2026-04-24 20:25:39,0,missed,TWR-163,Telecom Provider CDR
CALL00992,P037,P033,+91 7067154811,+91 7027909944,2026-01-04 17:05:32,0,voicemail,TWR-164,Telecom Provider CDR
CALL00993,P037,P033,+91 7067154811,+91 7027909944,2026-01-15 07:50:49,0,voicemail,TWR-185,Telecom Provider CDR
CALL00994,P037,P033,+91 7067154811,+91 7027909944,2025-12-11 14:00:24,146,voice,TWR-116,Telecom Provider CDR
CALL00995,P037,P033,+91 7067154811,+91 7027909944,2025-09-18 12:45:09,0,missed,TWR-104,Telecom Provider CDR
CALL00996,P037,P033,+91 7067154811,+91 7027909944,2025-10-15 10:40:32,670,voice,TWR-181,Telecom Provider CDR
CALL00997,P037,P033,+91 7067154811,+91 7027909944,2025-09-28 20:20:17,0,missed,TWR-195,Telecom Provider CDR
CALL00998,P037,P033,+91 7067154811,+91 7027909944,2026-04-24 09:45:46,483,voice,TWR-141,Telecom Provider CDR
CALL00999,P037,P033,+91 7067154811,+91 7027909944,2025-10-10 12:10:56,0,missed,TWR-171,Telecom Provider CDR
CALL01000,P037,P033,+91 7067154811,+91 7027909944,2025-11-24 10:15:31,800,voice,TWR-119,Telecom Provider CDR
CALL01001,P006,P004,+91 7037149286,+91 9817447787,2026-01-13 10:35:35,501,voice,TWR-150,Telecom Provider CDR
CALL01002,P006,P004,+91 7037149286,+91 9817447787,2025-10-20 22:55:48,0,missed,TWR-172,Telecom Provider CDR
CALL01003,P006,P004,+91 7037149286,+91 9817447787,2026-02-03 19:30:30,547,voice,TWR-188,Telecom Provider CDR
CALL01004,P006,P004,+91 7037149286,+91 9817447787,2026-03-13 11:05:23,218,voice,TWR-105,Telecom Provider CDR
CALL01005,P006,P004,+91 7037149286,+91 9817447787,2025-11-21 17:50:25,505,voice,TWR-169,Telecom Provider CDR
CALL01006,P008,P025,+91 9949882535,+91 9058248303,2026-02-07 13:25:09,0,missed,TWR-129,Telecom Provider CDR
CALL01007,P008,P025,+91 9949882535,+91 9058248303,2026-02-22 08:10:09,0,missed,TWR-175,Telecom Provider CDR
CALL01008,P008,P025,+91 9949882535,+91 9058248303,2026-01-09 08:20:18,0,voicemail,TWR-147,Telecom Provider CDR
CALL01009,P008,P025,+91 9949882535,+91 9058248303,2025-10-13 22:05:06,157,voice,TWR-128,Telecom Provider CDR
CALL01010,P008,P025,+91 9949882535,+91 9058248303,2025-09-14 08:45:37,0,voicemail,TWR-145,Telecom Provider CDR
CALL01011,P008,P025,+91 9949882535,+91 9058248303,2026-01-09 23:20:39,0,missed,TWR-154,Telecom Provider CDR
CALL01012,P008,P025,+91 9949882535,+91 9058248303,2025-10-19 14:05:28,0,missed,TWR-101,Telecom Provider CDR
CALL01013,P012,P036,+91 7017878352,+91 9821597187,2025-10-24 21:00:49,0,missed,TWR-181,Telecom Provider CDR
CALL01014,P012,P036,+91 7017878352,+91 9821597187,2025-09-28 10:40:59,19,voice,TWR-129,Telecom Provider CDR
CALL01015,P012,P036,+91 7017878352,+91 9821597187,2025-09-26 23:25:33,551,voice,TWR-131,Telecom Provider CDR
CALL01016,P012,P036,+91 7017878352,+91 9821597187,2025-12-26 18:05:55,150,voice,TWR-100,Telecom Provider CDR
CALL01017,P012,P036,+91 7017878352,+91 9821597187,2025-12-02 11:45:16,104,voice,TWR-153,Telecom Provider CDR
CALL01018,P012,P036,+91 7017878352,+91 9821597187,2026-02-01 14:40:48,224,voice,TWR-120,Telecom Provider CDR
CALL01019,P012,P036,+91 7017878352,+91 9821597187,2026-01-28 17:25:13,0,voicemail,TWR-190,Telecom Provider CDR
CALL01020,P013,P027,+91 9025419329,+91 9884645824,2026-02-05 15:50:43,0,voicemail,TWR-121,Telecom Provider CDR
CALL01021,P013,P027,+91 9025419329,+91 9884645824,2025-11-25 20:05:52,0,missed,TWR-115,Telecom Provider CDR
CALL01022,P013,P027,+91 9025419329,+91 9884645824,2025-12-29 07:15:30,0,voicemail,TWR-143,Telecom Provider CDR
CALL01023,P013,P027,+91 9025419329,+91 9884645824,2025-11-15 18:35:39,726,voice,TWR-117,Telecom Provider CDR
CALL01024,P013,P027,+91 9025419329,+91 9884645824,2025-10-13 11:25:48,0,missed,TWR-183,Telecom Provider CDR
CALL01025,P013,P027,+91 9025419329,+91 9884645824,2026-04-02 14:25:19,0,voicemail,TWR-149,Telecom Provider CDR
CALL01026,P013,P027,+91 9025419329,+91 9884645824,2025-12-20 09:00:27,406,voice,TWR-174,Telecom Provider CDR
CALL01027,P013,P027,+91 9025419329,+91 9884645824,2026-04-23 20:15:37,0,missed,TWR-151,Telecom Provider CDR
CALL01028,P002,P006,+91 9924029930,+91 7037149286,2026-03-21 17:25:06,649,voice,TWR-191,Telecom Provider CDR
CALL01029,P002,P006,+91 9924029930,+91 7037149286,2025-11-16 21:35:45,28,voice,TWR-146,Telecom Provider CDR
CALL01030,P002,P006,+91 9924029930,+91 7037149286,2026-01-10 15:25:10,767,voice,TWR-174,Telecom Provider CDR
CALL01031,P002,P006,+91 9924029930,+91 7037149286,2025-09-15 10:55:12,0,missed,TWR-109,Telecom Provider CDR
CALL01032,P002,P006,+91 9924029930,+91 7037149286,2025-12-24 23:10:43,432,voice,TWR-180,Telecom Provider CDR
CALL01033,P009,P005,+91 9899066376,+91 8041629537,2025-11-08 18:10:08,0,voicemail,TWR-152,Telecom Provider CDR
CALL01034,P009,P005,+91 9899066376,+91 8041629537,2025-11-24 09:05:34,0,voicemail,TWR-165,Telecom Provider CDR
CALL01035,P009,P005,+91 9899066376,+91 8041629537,2026-01-02 20:40:19,59,voice,TWR-120,Telecom Provider CDR
CALL01036,P009,P005,+91 9899066376,+91 8041629537,2026-03-18 10:40:58,825,voice,TWR-152,Telecom Provider CDR
CALL01037,P009,P005,+91 9899066376,+91 8041629537,2025-11-13 19:40:54,644,voice,TWR-124,Telecom Provider CDR
CALL01038,P009,P005,+91 9899066376,+91 8041629537,2025-12-15 21:50:42,0,voicemail,TWR-116,Telecom Provider CDR
CALL01039,P009,P005,+91 9899066376,+91 8041629537,2026-03-04 12:25:51,551,voice,TWR-102,Telecom Provider CDR
CALL01040,P009,P005,+91 9899066376,+91 8041629537,2026-01-04 17:40:51,0,voicemail,TWR-134,Telecom Provider CDR
CALL01041,P009,P005,+91 9899066376,+91 8041629537,2025-11-16 10:00:51,67,voice,TWR-108,Telecom Provider CDR
CALL01042,P009,P005,+91 9899066376,+91 8041629537,2025-12-26 08:10:27,856,voice,TWR-129,Telecom Provider CDR
CALL01043,P037,P042,+91 7067154811,+91 9855823679,2026-03-07 21:20:48,322,voice,TWR-109,Telecom Provider CDR
CALL01044,P037,P042,+91 7067154811,+91 9855823679,2026-03-08 19:00:30,39,voice,TWR-196,Telecom Provider CDR
CALL01045,P037,P042,+91 7067154811,+91 9855823679,2026-03-09 22:20:49,191,voice,TWR-176,Telecom Provider CDR
CALL01046,P037,P042,+91 7067154811,+91 9855823679,2026-03-10 18:10:56,78,voice,TWR-134,Telecom Provider CDR
CALL01047,P037,P042,+91 7067154811,+91 9855823679,2026-03-11 19:50:07,323,voice,TWR-192,Telecom Provider CDR
CALL01048,P037,P042,+91 7067154811,+91 9855823679,2026-03-12 22:45:56,127,voice,TWR-158,Telecom Provider CDR
CALL01049,P037,P042,+91 7067154811,+91 9855823679,2026-03-13 19:10:15,65,voice,TWR-121,Telecom Provider CDR
CALL01050,P009,P042,+91 9899066376,+91 9855823679,2026-03-13 23:52:00,14,voice,TWR-155,Telecom Provider CDR
CALL01051,P034,P036,+91 9021933488,+91 9821597187,2026-03-11 14:00:00,0,missed,TWR-175,Telecom Provider CDR
